date,market_id,metric_name,primary_value,comparison_value,volume,defect_rate_pct,automation_minutes_saved,quality_score,priority_score
2026-02-22,MKT-DC,winback_drip_roi,-0.609,-0.725,2,0.73,62,84,82
2026-02-22,MKT-BAL,paid_search_roi,0.316,0.42,99,0.87,17,95,72
2026-02-22,MKT-BAL,paid_social_roi,0.13,-0.091,101,1.41,47,92,79
2026-02-22,MKT-BAL,organic_social_roi,0.253,0.351,7,1.69,52,86,73
2026-02-22,MKT-BAL,driver_referral_roi,0.245,0.099,30,1.76,68,88,86
2026-02-22,MKT-BAL,rider_referral_roi,0.167,0.345,38,1.19,79,94,49
2026-02-22,MKT-BAL,vehicle_exterior_roi,0.969,0.959,174,1.36,38,92,90
2026-02-22,MKT-BAL,in_vehicle_roi,0.411,0.396,41,1.42,36,90,92
2026-02-22,MKT-BAL,welcome_drip_roi,1.83,1.588,14,1.63,46,94,93
2026-02-22,MKT-BAL,winback_drip_roi,0.545,0.556,3,1.28,50,93,40
2026-02-22,MKT-NYC,paid_search_roi,0.044,-0.206,141,2.82,49,85,37
2026-02-22,MKT-NYC,paid_social_roi,0.141,-0.116,171,2.91,67,98,95
2026-02-22,MKT-NYC,organic_social_roi,-0.168,-0.296,5,1.97,30,87,75
2026-02-22,MKT-NYC,driver_referral_roi,2.908,2.657,22,2.6,8,84,77
2026-02-22,MKT-NYC,rider_referral_roi,2.971,3.166,40,2.78,14,84,55
2026-02-22,MKT-NYC,vehicle_exterior_roi,3.736,3.606,166,2.5,64,92,37
2026-02-22,MKT-NYC,in_vehicle_roi,4.108,4.086,145,2.47,53,93,76
2026-02-22,MKT-NYC,welcome_drip_roi,2.474,2.349,5,2.13,46,82,48
2026-02-22,MKT-NYC,winback_drip_roi,-0.624,-0.717,2,2.89,44,84,39
2026-02-22,MKT-MIA,paid_search_roi,0.228,0.132,178,3.01,77,93,57
2026-02-22,MKT-MIA,paid_social_roi,1.518,1.702,847,3.24,70,82,76
2026-02-22,MKT-MIA,organic_social_roi,-0.093,-0.237,5,3.31,13,89,65
2026-02-22,MKT-MIA,driver_referral_roi,2.136,2.197,106,3.41,55,89,36
2026-02-22,MKT-MIA,rider_referral_roi,0.505,0.628,22,3.18,9,84,66
2026-02-22,MKT-MIA,vehicle_exterior_roi,0.361,0.439,118,3.42,31,86,49
2026-02-22,MKT-MIA,in_vehicle_roi,-0.008,-0.117,75,3.73,13,93,50
2026-02-22,MKT-MIA,welcome_drip_roi,1.598,1.373,8,2.95,57,94,63
2026-02-22,MKT-MIA,winback_drip_roi,1.184,0.946,7,3.17,80,96,55
2026-02-22,MKT-HOU,paid_search_roi,-0.281,-0.104,155,4.37,38,95,77
2026-02-22,MKT-HOU,paid_social_roi,1.826,1.989,761,3.88,67,82,79
2026-02-22,MKT-HOU,organic_social_roi,-0.13,-0.291,9,3.42,32,95,79
2026-02-22,MKT-HOU,driver_referral_roi,0.817,0.64,33,3.94,70,82,78
2026-02-22,MKT-HOU,rider_referral_roi,0.473,0.409,60,3.5,48,96,79
2026-02-22,MKT-HOU,vehicle_exterior_roi,0.708,0.537,157,4.33,69,88,39
2026-02-22,MKT-HOU,in_vehicle_roi,1.377,1.333,188,3.75,47,83,77
2026-02-22,MKT-HOU,welcome_drip_roi,-0.495,-0.398,4,3.71,24,89,43
2026-02-22,MKT-HOU,winback_drip_roi,-1.0,-1.244,1,4.28,22,84,61
2026-02-22,MKT-DFW,paid_search_roi,1.253,1.392,257,4.3,14,90,94
2026-02-22,MKT-DFW,paid_social_roi,-0.08,0.059,191,4.54,39,93,80
2026-02-22,MKT-DFW,organic_social_roi,-0.757,-0.678,2,3.86,15,93,80
2026-02-22,MKT-DFW,driver_referral_roi,1.057,1.15,43,4.43,10,87,73
2026-02-22,MKT-DFW,rider_referral_roi,1.245,1.153,38,4.53,28,98,48
2026-02-22,MKT-DFW,vehicle_exterior_roi,-0.286,-0.384,47,4.06,27,84,86
2026-02-22,MKT-DFW,in_vehicle_roi,0.296,0.031,51,4.08,58,96,83
2026-02-22,MKT-DFW,welcome_drip_roi,0.338,0.364,4,3.97,44,90,54
2026-02-22,MKT-DFW,winback_drip_roi,0.394,0.486,3,4.08,9,91,76
2026-02-22,MKT-ATL,paid_search_roi,-0.432,-0.288,121,4.21,26,90,48
2026-02-22,MKT-ATL,paid_social_roi,-0.174,-0.102,177,4.07,73,98,75
2026-02-22,MKT-ATL,organic_social_roi,-0.097,-0.344,4,4.06,38,91,93
2026-02-22,MKT-ATL,driver_referral_roi,0.717,0.492,23,4.64,44,96,46
2026-02-22,MKT-ATL,rider_referral_roi,0.437,0.62,32,4.61,17,84,80
2026-02-22,MKT-ATL,vehicle_exterior_roi,0.518,0.303,212,4.7,57,90,66
2026-02-22,MKT-ATL,in_vehicle_roi,1.866,1.613,109,4.83,50,88,58
2026-02-22,MKT-ATL,welcome_drip_roi,0.722,0.549,7,4.3,16,95,48
2026-02-22,MKT-ATL,winback_drip_roi,-1.0,-0.959,1,4.76,47,98,40
2026-02-22,MKT-GSO,paid_search_roi,0.249,0.259,133,3.34,31,85,89
2026-02-22,MKT-GSO,paid_social_roi,-0.191,-0.048,50,2.68,23,91,38
2026-02-22,MKT-GSO,organic_social_roi,0.184,-0.008,6,2.8,48,91,48
2026-02-22,MKT-GSO,driver_referral_roi,-0.262,-0.496,8,2.53,23,97,95
2026-02-22,MKT-GSO,rider_referral_roi,-0.551,-0.798,10,2.78,28,88,58
2026-02-22,MKT-GSO,vehicle_exterior_roi,0.79,0.865,124,3.34,71,83,42
2026-02-22,MKT-GSO,in_vehicle_roi,1.41,1.413,78,2.84,26,89,92
2026-02-22,MKT-GSO,welcome_drip_roi,-1.0,-0.802,1,2.78,15,83,94
2026-02-22,MKT-GSO,winback_drip_roi,0.789,0.677,5,3.16,13,83,36
2026-02-23,MKT-DC,paid_search_roi,1.054,0.848,190,0.61,62,82,73
2026-02-23,MKT-DC,paid_social_roi,1.169,0.982,290,1.11,71,87,93
2026-02-23,MKT-DC,organic_social_roi,-1.0,-0.884,1,1.14,31,97,85
2026-02-23,MKT-DC,driver_referral_roi,4.245,4.343,75,0.65,29,86,75
2026-02-23,MKT-DC,rider_referral_roi,1.371,1.161,89,1.11,36,93,49
2026-02-23,MKT-DC,vehicle_exterior_roi,0.856,1.033,109,1.39,13,98,46
2026-02-23,MKT-DC,in_vehicle_roi,2.226,2.243,157,0.52,70,85,44
2026-02-23,MKT-DC,welcome_drip_roi,2.108,1.983,14,1.05,31,84,89
2026-02-23,MKT-DC,winback_drip_roi,3.548,3.374,21,0.9,49,96,83
2026-02-23,MKT-BAL,paid_search_roi,-0.177,-0.434,79,1.75,73,82,75
2026-02-23,MKT-BAL,paid_social_roi,2.069,1.998,161,1.55,31,87,81
2026-02-23,MKT-BAL,organic_social_roi,0.259,0.144,7,1.73,39,97,90
2026-02-23,MKT-BAL,driver_referral_roi,0.835,0.985,31,1.07,70,92,49
2026-02-23,MKT-BAL,rider_referral_roi,1.391,1.406,54,1.23,15,98,85
2026-02-23,MKT-BAL,vehicle_exterior_roi,0.516,0.366,129,1.62,13,93,55
2026-02-23,MKT-BAL,in_vehicle_roi,3.353,3.207,172,0.91,80,92,56
2026-02-23,MKT-BAL,welcome_drip_roi,1.527,1.443,11,1.28,71,93,86
2026-02-23,MKT-BAL,winback_drip_roi,0.507,0.387,4,0.9,71,85,43
2026-02-23,MKT-NYC,paid_search_roi,-0.237,-0.472,104,2.54,67,96,60
2026-02-23,MKT-NYC,paid_social_roi,0.81,0.972,86,2.52,31,86,63
2026-02-23,MKT-NYC,organic_social_roi,0.842,0.744,11,2.57,61,93,50
2026-02-23,MKT-NYC,driver_referral_roi,3.931,4.087,79,2.69,50,91,47
2026-02-23,MKT-NYC,rider_referral_roi,2.734,2.912,37,2.04,16,93,88
2026-02-23,MKT-NYC,vehicle_exterior_roi,2.357,2.115,93,2.4,14,82,43
2026-02-23,MKT-NYC,in_vehicle_roi,2.967,3.024,120,2.36,65,91,91
2026-02-23,MKT-NYC,welcome_drip_roi,-0.096,-0.055,2,1.94,39,93,55
2026-02-23,MKT-NYC,winback_drip_roi,-0.152,-0.414,2,2.36,22,93,43
2026-02-23,MKT-MIA,paid_search_roi,0.123,0.237,182,3.18,28,98,45
2026-02-23,MKT-MIA,paid_social_roi,0.289,0.049,183,3.45,79,92,74
2026-02-23,MKT-MIA,organic_social_roi,-0.327,-0.547,5,3.78,45,89,54
2026-02-23,MKT-MIA,driver_referral_roi,2.099,2.182,69,3.44,41,90,72
2026-02-23,MKT-MIA,rider_referral_roi,0.169,-0.033,55,3.53,29,86,49
2026-02-23,MKT-MIA,vehicle_exterior_roi,0.809,0.733,92,3.65,74,90,41
2026-02-23,MKT-MIA,in_vehicle_roi,1.972,2.088,165,3.69,13,97,55
2026-02-23,MKT-MIA,welcome_drip_roi,1.653,1.626,11,3.42,24,83,50
2026-02-23,MKT-MIA,winback_drip_roi,-1.0,-1.093,1,3.4,11,86,92
2026-02-23,MKT-HOU,paid_search_roi,-0.008,0.003,191,3.77,58,88,56
2026-02-23,MKT-HOU,paid_social_roi,0.916,1.079,269,3.99,35,84,51
2026-02-23,MKT-HOU,organic_social_roi,-0.632,-0.539,6,3.96,55,83,91
2026-02-23,MKT-HOU,driver_referral_roi,-0.141,-0.353,20,3.61,66,91,46
2026-02-23,MKT-HOU,rider_referral_roi,0.192,0.15,31,4.11,58,82,37
2026-02-23,MKT-HOU,vehicle_exterior_roi,3.985,4.051,490,4.17,14,86,91
2026-02-23,MKT-HOU,in_vehicle_roi,1.794,1.904,289,3.45,34,92,38
2026-02-23,MKT-HOU,welcome_drip_roi,1.133,1.041,8,3.7,58,92,46
2026-02-23,MKT-HOU,winback_drip_roi,1.415,1.138,18,4.04,37,82,43
2026-02-23,MKT-DFW,paid_search_roi,-0.12,-0.025,56,3.92,67,96,39
2026-02-23,MKT-DFW,paid_social_roi,0.845,0.634,424,3.81,69,93,83
2026-02-23,MKT-DFW,organic_social_roi,-0.6,-0.833,5,4.58,79,90,87
2026-02-23,MKT-DFW,driver_referral_roi,-0.599,-0.658,16,4.13,10,84,64
2026-02-23,MKT-DFW,rider_referral_roi,0.406,0.184,32,4.08,41,96,81
2026-02-23,MKT-DFW,vehicle_exterior_roi,2.366,2.368,469,4.29,31,90,38
2026-02-23,MKT-DFW,in_vehicle_roi,0.556,0.455,102,4.01,16,87,44
2026-02-23,MKT-DFW,welcome_drip_roi,1.6,1.665,13,3.92,72,86,95
2026-02-23,MKT-DFW,winback_drip_roi,-0.223,-0.085,6,3.75,14,85,68
2026-02-23,MKT-ATL,paid_search_roi,-0.097,-0.254,127,3.97,17,96,89
2026-02-23,MKT-ATL,paid_social_roi,1.548,1.579,165,4.5,40,93,46
2026-02-23,MKT-ATL,organic_social_roi,-0.158,-0.194,13,4.3,40,89,49
2026-02-23,MKT-ATL,driver_referral_roi,-0.717,-0.842,16,4.6,41,94,89
2026-02-23,MKT-ATL,rider_referral_roi,0.621,0.68,38,4.36,10,91,67
2026-02-23,MKT-ATL,vehicle_exterior_roi,0.054,0.174,237,4.78,56,98,78
2026-02-23,MKT-ATL,in_vehicle_roi,0.172,0.035,71,4.1,62,88,45
2026-02-23,MKT-ATL,welcome_drip_roi,-0.396,-0.634,4,4.48,10,95,40
2026-02-23,MKT-ATL,winback_drip_roi,-0.663,-0.908,2,4.07,44,85,39
2026-02-23,MKT-GSO,paid_search_roi,0.436,0.273,147,3.2,59,89,62
2026-02-23,MKT-GSO,paid_social_roi,0.187,0.068,69,3.45,13,95,59
2026-02-23,MKT-GSO,organic_social_roi,-1.0,-0.898,0,2.61,76,83,37
2026-02-23,MKT-GSO,driver_referral_roi,0.273,0.388,25,2.65,30,84,58
2026-02-23,MKT-GSO,rider_referral_roi,-0.136,-0.137,19,3.0,59,91,92
2026-02-23,MKT-GSO,vehicle_exterior_roi,-0.313,-0.588,20,3.25,8,83,85
2026-02-23,MKT-GSO,in_vehicle_roi,0.872,0.673,58,3.02,57,94,53
2026-02-23,MKT-GSO,welcome_drip_roi,-0.058,0.055,4,3.11,63,86,46
2026-02-23,MKT-GSO,winback_drip_roi,-1.0,-0.904,0,3.47,44,97,95
2026-02-24,MKT-DC,paid_search_roi,2.659,2.644,562,1.24,60,90,71
2026-02-24,MKT-DC,paid_social_roi,1.575,1.67,486,0.85,60,82,82
2026-02-24,MKT-DC,organic_social_roi,0.311,0.349,16,0.96,32,85,35
2026-02-24,MKT-DC,driver_referral_roi,0.75,0.609,41,1.35,78,87,94
2026-02-24,MKT-DC,rider_referral_roi,3.033,3.042,123,1.11,28,96,83
2026-02-24,MKT-DC,vehicle_exterior_roi,5.125,5.085,371,1.31,34,88,87
2026-02-24,MKT-DC,in_vehicle_roi,4.514,4.276,197,1.17,59,87,60
2026-02-24,MKT-DC,welcome_drip_roi,-0.112,0.014,8,0.92,28,88,92
2026-02-24,MKT-DC,winback_drip_roi,0.59,0.359,5,0.88,16,98,65
2026-02-24,MKT-BAL,paid_search_roi,2.538,2.553,296,1.48,62,93,87
2026-02-24,MKT-BAL,paid_social_roi,1.837,1.919,339,0.91,24,96,73
2026-02-24,MKT-BAL,organic_social_roi,0.019,-0.059,7,1.37,39,91,57
2026-02-24,MKT-BAL,driver_referral_roi,1.419,1.442,91,1.79,59,94,83
2026-02-24,MKT-BAL,rider_referral_roi,0.769,0.725,32,1.4,28,92,55
2026-02-24,MKT-BAL,vehicle_exterior_roi,1.378,1.512,158,1.69,10,96,52
2026-02-24,MKT-BAL,in_vehicle_roi,2.419,2.409,188,1.45,70,82,70
2026-02-24,MKT-BAL,welcome_drip_roi,-0.012,-0.108,3,1.4,59,90,39
2026-02-24,MKT-BAL,winback_drip_roi,0.314,0.111,7,1.35,51,88,60
2026-02-24,MKT-NYC,paid_search_roi,1.553,1.626,276,2.23,29,98,86
2026-02-24,MKT-NYC,paid_social_roi,1.364,1.497,197,2.38,58,94,53
2026-02-24,MKT-NYC,organic_social_roi,-0.473,-0.522,4,2.69,8,88,90
2026-02-24,MKT-NYC,driver_referral_roi,1.227,1.301,14,2.77,21,93,61
2026-02-24,MKT-NYC,rider_referral_roi,0.3,0.478,31,2.26,57,94,41
2026-02-24,MKT-NYC,vehicle_exterior_roi,4.487,4.501,289,2.01,41,88,87
2026-02-24,MKT-NYC,in_vehicle_roi,3.732,3.567,203,2.83,10,85,68
2026-02-24,MKT-NYC,welcome_drip_roi,1.873,1.894,11,2.6,14,89,52
2026-02-24,MKT-NYC,winback_drip_roi,0.381,0.262,6,2.87,79,94,87
2026-02-24,MKT-MIA,paid_search_roi,0.298,0.333,250,3.43,69,86,55
2026-02-24,MKT-MIA,paid_social_roi,-0.094,-0.341,230,3.48,45,96,85
2026-02-24,MKT-MIA,organic_social_roi,-0.532,-0.51,3,3.06,63,92,45
2026-02-24,MKT-MIA,driver_referral_roi,2.17,2.304,57,3.17,52,88,41
2026-02-24,MKT-MIA,rider_referral_roi,1.264,1.376,61,2.92,16,97,50
2026-02-24,MKT-MIA,vehicle_exterior_roi,1.641,1.579,351,3.08,52,92,80
2026-02-24,MKT-MIA,in_vehicle_roi,0.118,0.251,99,3.69,20,94,42
2026-02-24,MKT-MIA,welcome_drip_roi,-0.358,-0.567,6,2.88,47,84,51
2026-02-24,MKT-MIA,winback_drip_roi,-0.327,-0.27,5,3.71,45,85,88
2026-02-24,MKT-HOU,paid_search_roi,0.174,0.25,215,4.26,34,83,56
2026-02-24,MKT-HOU,paid_social_roi,-0.185,-0.363,141,4.11,38,98,93
2026-02-24,MKT-HOU,organic_social_roi,-0.289,-0.528,9,3.48,30,97,69
2026-02-24,MKT-HOU,driver_referral_roi,-0.09,0.051,33,4.11,60,92,88
2026-02-24,MKT-HOU,rider_referral_roi,1.753,1.682,73,3.52,62,97,47
2026-02-24,MKT-HOU,vehicle_exterior_roi,0.104,0.019,74,3.81,16,91,49
2026-02-24,MKT-HOU,in_vehicle_roi,0.245,0.319,52,4.32,14,82,79
2026-02-24,MKT-HOU,welcome_drip_roi,-0.298,-0.21,3,4.35,51,87,41
2026-02-24,MKT-HOU,winback_drip_roi,0.244,0.311,4,4.35,74,91,74
2026-02-24,MKT-DFW,paid_search_roi,0.956,0.718,525,4.04,70,92,75
2026-02-24,MKT-DFW,paid_social_roi,0.184,0.298,339,3.74,67,84,87
2026-02-24,MKT-DFW,organic_social_roi,-0.171,0.022,5,3.99,75,91,93
2026-02-24,MKT-DFW,driver_referral_roi,2.351,2.132,97,4.19,58,98,41
2026-02-24,MKT-DFW,rider_referral_roi,-0.593,-0.65,7,4.44,39,97,88
2026-02-24,MKT-DFW,vehicle_exterior_roi,0.466,0.37,140,4.58,29,85,63
2026-02-24,MKT-DFW,in_vehicle_roi,0.639,0.733,82,4.46,19,92,82
2026-02-24,MKT-DFW,welcome_drip_roi,-0.434,-0.387,5,3.79,58,82,82
2026-02-24,MKT-DFW,winback_drip_roi,-1.0,-1.209,1,4.65,47,86,76
2026-02-24,MKT-ATL,paid_search_roi,-0.358,-0.415,81,4.02,72,85,37
2026-02-24,MKT-ATL,paid_social_roi,0.09,0.125,207,4.61,75,97,48
2026-02-24,MKT-ATL,organic_social_roi,-0.773,-0.766,3,4.16,53,89,86
2026-02-24,MKT-ATL,driver_referral_roi,2.426,2.42,32,4.28,45,96,77
2026-02-24,MKT-ATL,rider_referral_roi,-0.347,-0.319,16,4.71,22,85,59
2026-02-24,MKT-ATL,vehicle_exterior_roi,1.709,1.683,172,4.1,11,87,69
2026-02-24,MKT-ATL,in_vehicle_roi,0.778,0.728,114,4.29,40,90,39
2026-02-24,MKT-ATL,welcome_drip_roi,0.896,0.668,9,4.25,46,95,88
2026-02-24,MKT-ATL,winback_drip_roi,-1.0,-1.035,1,4.13,41,86,66
2026-02-24,MKT-GSO,paid_search_roi,-0.654,-0.584,40,2.62,37,92,85
2026-02-24,MKT-GSO,paid_social_roi,0.178,0.015,90,3.42,8,87,46
2026-02-24,MKT-GSO,organic_social_roi,0.388,0.226,6,2.85,38,92,69
2026-02-24,MKT-GSO,driver_referral_roi,-0.271,-0.457,18,3.46,23,85,83
2026-02-24,MKT-GSO,rider_referral_roi,0.702,0.802,48,3.0,74,84,67
2026-02-24,MKT-GSO,vehicle_exterior_roi,-0.124,-0.027,55,2.78,68,96,35
2026-02-24,MKT-GSO,in_vehicle_roi,-0.486,-0.454,20,3.01,61,82,46
2026-02-24,MKT-GSO,welcome_drip_roi,-1.0,-1.115,1,2.67,37,84,74
2026-02-24,MKT-GSO,winback_drip_roi,-1.0,-0.827,0,3.19,42,85,71
2026-02-25,MKT-DC,paid_search_roi,0.476,0.444,139,1.03,20,86,44
2026-02-25,MKT-DC,paid_social_roi,1.199,1.211,458,0.67,60,88,46
2026-02-25,MKT-DC,organic_social_roi,0.909,0.71,13,1.11,35,87,61
2026-02-25,MKT-DC,driver_referral_roi,0.569,0.439,21,0.63,68,82,44
2026-02-25,MKT-DC,rider_referral_roi,1.459,1.498,69,1.21,58,95,81
2026-02-25,MKT-DC,vehicle_exterior_roi,-0.068,-0.097,68,0.73,15,85,66
2026-02-25,MKT-DC,in_vehicle_roi,2.103,2.082,105,0.61,12,96,45
2026-02-25,MKT-DC,welcome_drip_roi,0.198,0.362,3,0.81,26,87,42
2026-02-25,MKT-DC,winback_drip_roi,0.008,0.155,3,0.91,80,87,70
2026-02-25,MKT-BAL,paid_search_roi,0.077,-0.195,227,0.98,36,91,53
2026-02-25,MKT-BAL,paid_social_roi,-0.082,0.031,217,1.74,42,84,44
2026-02-25,MKT-BAL,organic_social_roi,0.896,1.01,15,1.45,34,87,61
2026-02-25,MKT-BAL,driver_referral_roi,0.011,0.067,22,1.39,25,90,95
2026-02-25,MKT-BAL,rider_referral_roi,0.254,0.178,49,0.94,76,84,45
2026-02-25,MKT-BAL,vehicle_exterior_roi,4.338,4.113,533,1.09,79,95,85
2026-02-25,MKT-BAL,in_vehicle_roi,1.016,1.086,86,1.29,11,98,82
2026-02-25,MKT-BAL,welcome_drip_roi,1.182,1.242,12,1.68,24,84,62
2026-02-25,MKT-BAL,winback_drip_roi,0.662,0.409,4,1.03,24,88,85
2026-02-25,MKT-NYC,paid_search_roi,0.882,0.84,130,2.03,75,95,55
2026-02-25,MKT-NYC,paid_social_roi,0.47,0.321,101,2.6,26,82,57
2026-02-25,MKT-NYC,organic_social_roi,-1.0,-0.919,1,2.21,59,96,50
2026-02-25,MKT-NYC,driver_referral_roi,-0.106,-0.027,10,2.32,8,82,72
2026-02-25,MKT-NYC,rider_referral_roi,1.772,1.524,33,2.66,76,96,82
2026-02-25,MKT-NYC,vehicle_exterior_roi,1.801,1.545,230,2.86,78,95,65
2026-02-25,MKT-NYC,in_vehicle_roi,-0.144,-0.077,20,2.14,63,85,91
2026-02-25,MKT-NYC,welcome_drip_roi,-0.155,0.001,3,2.52,55,90,56
2026-02-25,MKT-NYC,winback_drip_roi,0.033,-0.153,6,2.58,16,93,48
2026-02-25,MKT-MIA,paid_search_roi,0.172,0.085,163,3.12,42,94,62
2026-02-25,MKT-MIA,paid_social_roi,-0.56,-0.748,58,3.54,77,84,79
2026-02-25,MKT-MIA,organic_social_roi,-0.669,-0.47,3,3.79,58,86,37
2026-02-25,MKT-MIA,driver_referral_roi,-0.451,-0.689,22,3.47,32,95,54
2026-02-25,MKT-MIA,rider_referral_roi,0.419,0.574,37,3.6,25,92,41
2026-02-25,MKT-MIA,vehicle_exterior_roi,-0.207,-0.277,97,3.12,58,85,91
2026-02-25,MKT-MIA,in_vehicle_roi,-0.036,0.102,34,3.08,26,96,40
2026-02-25,MKT-MIA,welcome_drip_roi,1.214,0.939,5,3.46,16,93,40
2026-02-25,MKT-MIA,winback_drip_roi,0.268,0.259,6,3.16,41,91,59
2026-02-25,MKT-HOU,paid_search_roi,0.811,0.906,318,4.05,57,82,41
2026-02-25,MKT-HOU,paid_social_roi,-0.132,-0.395,136,3.73,27,90,50
2026-02-25,MKT-HOU,organic_social_roi,-0.237,-0.401,7,4.17,24,96,77
2026-02-25,MKT-HOU,driver_referral_roi,2.234,2.266,61,4.12,59,86,89
2026-02-25,MKT-HOU,rider_referral_roi,-0.062,-0.124,15,3.93,42,91,65
2026-02-25,MKT-HOU,vehicle_exterior_roi,1.191,0.923,315,3.53,73,91,67
2026-02-25,MKT-HOU,in_vehicle_roi,0.294,0.346,70,3.72,61,94,70
2026-02-25,MKT-HOU,welcome_drip_roi,-0.004,-0.164,4,3.58,40,87,36
2026-02-25,MKT-HOU,winback_drip_roi,0.134,-0.007,6,3.91,33,84,68
2026-02-25,MKT-DFW,paid_search_roi,-0.665,-0.843,37,4.17,72,87,81
2026-02-25,MKT-DFW,paid_social_roi,0.411,0.196,100,3.68,20,85,37
2026-02-25,MKT-DFW,organic_social_roi,-0.491,-0.64,3,3.91,11,85,80
2026-02-25,MKT-DFW,driver_referral_roi,0.538,0.67,47,4.38,72,94,38
2026-02-25,MKT-DFW,rider_referral_roi,-0.613,-0.712,6,4.58,14,84,40
2026-02-25,MKT-DFW,vehicle_exterior_roi,0.518,0.667,283,4.36,20,96,83
2026-02-25,MKT-DFW,in_vehicle_roi,0.182,0.307,72,4.65,53,83,81
2026-02-25,MKT-DFW,welcome_drip_roi,0.26,0.044,9,4.59,23,84,48
2026-02-25,MKT-DFW,winback_drip_roi,-0.724,-0.777,3,4.53,64,98,82
2026-02-25,MKT-ATL,paid_search_roi,-0.043,-0.042,87,4.34,78,98,42
2026-02-25,MKT-ATL,paid_social_roi,1.497,1.415,499,4.9,40,97,66
2026-02-25,MKT-ATL,organic_social_roi,0.044,0.193,4,4.82,31,91,70
2026-02-25,MKT-ATL,driver_referral_roi,1.269,1.461,21,4.57,45,88,86
2026-02-25,MKT-ATL,rider_referral_roi,-0.374,-0.553,16,4.3,56,93,89
2026-02-25,MKT-ATL,vehicle_exterior_roi,0.107,0.097,117,4.61,39,93,79
2026-02-25,MKT-ATL,in_vehicle_roi,0.674,0.731,189,4.06,17,82,65
2026-02-25,MKT-ATL,welcome_drip_roi,-0.146,-0.375,2,4.07,35,85,74
2026-02-25,MKT-ATL,winback_drip_roi,0.718,0.913,12,4.83,62,84,87
2026-02-25,MKT-GSO,paid_search_roi,-0.763,-0.738,13,3.31,78,94,79
2026-02-25,MKT-GSO,paid_social_roi,0.164,0.215,93,2.59,8,92,36
2026-02-25,MKT-GSO,organic_social_roi,-1.0,-1.194,1,3.09,62,85,55
2026-02-25,MKT-GSO,driver_referral_roi,-0.303,-0.14,20,2.95,71,92,86
2026-02-25,MKT-GSO,rider_referral_roi,-0.517,-0.392,8,3.35,13,96,45
2026-02-25,MKT-GSO,vehicle_exterior_roi,-0.523,-0.501,18,2.78,67,96,44
2026-02-25,MKT-GSO,in_vehicle_roi,-0.332,-0.306,10,3.31,69,89,65
2026-02-25,MKT-GSO,welcome_drip_roi,-1.0,-1.012,0,3.32,46,98,89
2026-02-25,MKT-GSO,winback_drip_roi,-0.407,-0.568,3,3.19,59,86,92
2026-02-26,MKT-DC,paid_search_roi,0.02,0.215,147,1.07,56,88,44
2026-02-26,MKT-DC,paid_social_roi,4.386,4.144,891,0.89,25,93,73
2026-02-26,MKT-DC,organic_social_roi,0.237,0.114,6,0.45,41,98,93
2026-02-26,MKT-DC,driver_referral_roi,1.918,2.005,103,0.42,11,98,95
2026-02-26,MKT-DC,rider_referral_roi,2.75,2.744,56,0.67,9,92,47
2026-02-26,MKT-DC,vehicle_exterior_roi,1.789,1.749,274,0.76,40,87,62
2026-02-26,MKT-DC,in_vehicle_roi,0.754,0.868,145,0.63,59,86,64
2026-02-26,MKT-DC,welcome_drip_roi,0.429,0.593,6,0.88,55,97,62
2026-02-26,MKT-DC,winback_drip_roi,-0.115,-0.094,3,0.71,78,94,71
2026-02-26,MKT-BAL,paid_search_roi,0.596,0.516,218,1.64,31,82,92
2026-02-26,MKT-BAL,paid_social_roi,3.719,3.492,487,1.02,58,90,66
2026-02-26,MKT-BAL,organic_social_roi,0.048,-0.194,3,1.64,18,94,94
2026-02-26,MKT-BAL,driver_referral_roi,3.626,3.731,65,1.02,66,87,51
2026-02-26,MKT-BAL,rider_referral_roi,-0.302,-0.315,21,1.81,79,82,69
2026-02-26,MKT-BAL,vehicle_exterior_roi,-0.037,-0.005,76,1.56,78,92,41
2026-02-26,MKT-BAL,in_vehicle_roi,1.53,1.643,185,1.69,28,85,87
2026-02-26,MKT-BAL,welcome_drip_roi,0.621,0.422,8,1.55,65,94,76
2026-02-26,MKT-BAL,winback_drip_roi,0.727,0.692,7,1.46,55,82,63
2026-02-26,MKT-NYC,paid_search_roi,0.717,0.742,227,2.33,10,87,37
2026-02-26,MKT-NYC,paid_social_roi,0.887,1.008,175,2.69,55,91,91
2026-02-26,MKT-NYC,organic_social_roi,0.217,0.341,5,2.87,39,88,46
2026-02-26,MKT-NYC,driver_referral_roi,0.43,0.471,9,2.77,15,85,74
2026-02-26,MKT-NYC,rider_referral_roi,1.584,1.505,45,2.73,79,91,79
2026-02-26,MKT-NYC,vehicle_exterior_roi,0.123,0.134,113,2.08,62,86,35
2026-02-26,MKT-NYC,in_vehicle_roi,1.624,1.425,149,2.71,42,84,45
2026-02-26,MKT-NYC,welcome_drip_roi,2.315,2.22,11,2.87,23,86,50
2026-02-26,MKT-NYC,winback_drip_roi,-0.581,-0.388,3,2.1,42,84,71
2026-02-26,MKT-MIA,paid_search_roi,0.385,0.548,196,3.06,69,93,49
2026-02-26,MKT-MIA,paid_social_roi,1.757,1.713,683,3.75,40,94,41
2026-02-26,MKT-MIA,organic_social_roi,0.891,0.817,10,2.99,76,90,55
2026-02-26,MKT-MIA,driver_referral_roi,0.137,0.167,17,3.15,42,88,81
